mfcc,label
"[-415.7096252441406, 55.96474838256836, -8.66682243347168, 4.0260910987854, -9.837674140930176, -3.7105329036712646, -19.256114959716797, -11.379347801208496, -11.483509063720703, -10.797353744506836, -7.918511390686035, -5.814813137054443, -8.110167503356934]",disgust
"[-522.418701171875, 67.75386810302734, -17.995622634887695, 1.4837144613265991, -7.011966228485107, -4.409046649932861, -17.80801773071289, -16.726449966430664, -7.838447570800781, -12.379347801208496, -1.4865819215774536, -6.255643844604492, -4.873531341552734]",surprised
"[-517.8369750976562, 60.76555633544922, -7.0921831130981445, 10.258261680603027, 5.158517837524414, -2.481907844543457, -9.326769828796387, -7.081785678863525, -0.4575693607330322, -6.5852766036987305, 0.6163893342018127, -2.529385805130005, -6.559713840484619]",surprised
"[-552.7822875976562, 64.62245178222656, -8.781086921691895, 7.548832416534424, -4.453403949737549, 0.36428776383399963, -13.936874389648438, -12.166335105895996, -6.615499496459961, -11.628543853759766, 0.28177037835121155, -1.476400375366211, -8.21298599243164]",surprised
"[-490.7152099609375, 68.40513610839844, -19.219541549682617, 8.69886589050293, -1.4396392107009888, -6.586162567138672, -13.989184379577637, -9.615392684936523, -3.6551194190979004, -10.515456199645996, 3.3007278442382812, -2.3885769844055176, -6.504676342010498]",surprised
"[-466.7432861328125, 69.4564437866211, -16.754005432128906, 5.439476490020752, -6.547296047210693, -11.422605514526367, -11.123437881469727, -14.374788284301758, -6.012938499450684, -15.26650333404541, -3.6873979568481445, -0.6763667464256287, -9.164789199829102]",surprised
"[-420.1269836425781, 51.784156799316406, -11.55002212524414, 8.267199516296387, -2.9793319702148438, -8.860285758972168, -9.021013259887695, -11.040655136108398, 0.07705650478601456, -10.435914993286133, -2.2566568851470947, 0.6248123049736023, -8.690649032592773]",surprised
"[-422.5636291503906, 54.85544204711914, -14.110983848571777, -5.5352396965026855, -8.84223747253418, -1.258691430091858, -19.48131561279297, -13.842041015625, -3.336047410964966, -13.77682876586914, -0.6245695948600769, -2.3780252933502197, -7.216255187988281]",surprised
"[-505.5536193847656, 62.6750373840332, -10.349701881408691, 3.020845651626587, -3.6745526790618896, -5.973046779632568, -12.821630477905273, -10.22709846496582, -6.279057025909424, -10.86523723602295, -1.9261722564697266, -5.35861349105835, -7.476654052734375]",surprised
"[-663.2257690429688, 50.41564178466797, -8.746946334838867, 10.637103080749512, -4.927561283111572, -5.858500957489014, -7.6803131103515625, -14.897786140441895, -8.632932662963867, -4.3115644454956055, -3.7586569786071777, -8.376314163208008, -5.367056846618652]",neutral
"[-666.2281494140625, 51.37312316894531, -8.82221794128418, 7.022861480712891, -9.327577590942383, -8.966897010803223, -10.043185234069824, -17.316082000732422, -12.710354804992676, -6.293464183807373, -5.122140407562256, -9.435630798339844, -6.201294898986816]",neutral
"[-689.7691650390625, 54.58771514892578, -7.767385959625244, 2.3891093730926514, -7.111546993255615, -5.26124382019043, -11.357977867126465, -17.237565994262695, -10.33184814453125, -7.163937568664551, -6.53162145614624, -10.966757774353027, -6.999099254608154]",neutral
"[-694.1469116210938, 55.14373016357422, -3.7936525344848633, 2.5197360515594482, -7.009849548339844, -5.536912441253662, -10.103713035583496, -16.692476272583008, -10.897628784179688, -6.689816951751709, -5.937129020690918, -10.07175064086914, -7.356438636779785]",neutral
"[-610.584228515625, 62.22949981689453, -14.082695960998535, 4.773533821105957, -13.286168098449707, -9.517180442810059, -11.64840030670166, -18.021080017089844, -13.53848934173584, -6.111635208129883, -4.795221328735352, -10.966275215148926, -5.549448013305664]",calm
"[-609.6000366210938, 67.35797882080078, -22.664039611816406, 5.35008430480957, -9.652137756347656, -8.411687850952148, -12.709117889404297, -16.704330444335938, -10.526628494262695, -4.358104705810547, -3.9132165908813477, -10.938682556152344, -5.72932767868042]",calm
"[-608.9691162109375, 60.55674743652344, -8.147472381591797, 7.355194568634033, -10.707986831665039, -5.168491840362549, -10.76133918762207, -16.39236831665039, -10.85338306427002, -5.362569808959961, -3.668426275253296, -8.395807266235352, -2.7011213302612305]",calm
"[-630.20458984375, 60.0566520690918, -13.113988876342773, -0.5544942021369934, -9.374075889587402, -5.173482418060303, -13.03505802154541, -20.9864559173584, -10.893970489501953, -5.038588523864746, -6.415241718292236, -9.153585433959961, -8.051101684570312]",calm
"[-604.0655517578125, 63.330474853515625, -15.584207534790039, 3.010376453399658, -11.823183059692383, -5.899230003356934, -13.903690338134766, -17.27866554260254, -12.129172325134277, -5.389875411987305, -4.424915790557861, -13.380613327026367, -6.682802677154541]",calm
"[-614.0457763671875, 66.70732879638672, -17.399085998535156, 4.935439109802246, -7.698087215423584, -7.213059425354004, -15.069207191467285, -20.02162742614746, -13.086420059204102, -6.056925296783447, -5.145369052886963, -12.317413330078125, -5.0713982582092285]",calm
"[-556.56689453125, 68.03657531738281, -19.095531463623047, 4.7578301429748535, -12.025472640991211, -5.760636329650879, -16.036462783813477, -24.466997146606445, -7.282410144805908, -4.884139537811279, -5.8903021812438965, -10.502471923828125, -3.88253116607666]",calm
"[-603.5283813476562, 58.00312423706055, -9.630841255187988, 2.518876314163208, -13.960147857666016, -7.580294609069824, -17.82207489013672, -18.285198211669922, -12.598508834838867, -7.293146133422852, -9.884376525878906, -15.047150611877441, -6.5005574226379395]",calm
"[-620.7325439453125, 54.35371017456055, -18.76017189025879, 7.404727935791016, -9.026222229003906, -9.990145683288574, -8.995586395263672, -16.721160888671875, -9.531957626342773, -5.134946346282959, -9.022137641906738, -10.299761772155762, -7.360919952392578]",happy
"[-568.7025146484375, 47.195125579833984, -23.84988021850586, 6.812015533447266, -8.023006439208984, -13.249597549438477, -6.135559558868408, -18.057790756225586, -10.251770973205566, -3.333357334136963, -8.623666763305664, -9.015332221984863, -8.186856269836426]",happy
"[-589.2872314453125, 51.45120620727539, -14.9375581741333, 10.344697952270508, -4.797591209411621, -8.658463478088379, -3.8604984283447266, -14.66543197631836, -8.272699356079102, -6.757634162902832, -4.873519420623779, -7.707350254058838, -6.1072306632995605]",happy
"[-580.7623901367188, 51.61609649658203, -17.53316879272461, 6.96051025390625, -4.494630813598633, -11.61794376373291, -6.784959316253662, -16.847963333129883, -6.537397861480713, -4.640410423278809, -6.95444917678833, -6.600601673126221, -5.601217269897461]",happy
"[-447.5172424316406, 40.805198669433594, -28.82428741455078, 3.078012466430664, -8.971756935119629, -12.224410057067871, -5.493223190307617, -19.623445510864258, -9.759965896606445, -1.3792541027069092, -5.301092147827148, -10.504935264587402, -2.299901008605957]",happy
"[-466.6619567871094, 24.896337509155273, -25.533567428588867, 2.3541653156280518, -10.15031623840332, -12.935443878173828, -2.508955955505371, -15.839289665222168, -5.890951633453369, -4.084792137145996, -7.8685407638549805, -8.135135650634766, -7.329571723937988]",happy
"[-486.6618347167969, 27.99713134765625, -21.643877029418945, 1.1643279790878296, -10.916730880737305, -14.080519676208496, -9.114655494689941, -18.6911563873291, -9.315784454345703, -6.132415294647217, -8.86781120300293, -7.256884574890137, -8.076520919799805]",happy
"[-412.3815002441406, 28.12178611755371, -31.26776885986328, 0.12351954728364944, -12.909669876098633, -17.112281799316406, -13.32424545288086, -21.30999755859375, -6.8925557136535645, -7.336513996124268, -11.233122825622559, -13.1235990524292, -7.926249027252197]",happy
"[-662.9385375976562, 51.545345306396484, -1.311970829963684, 10.572460174560547, -4.385168552398682, -6.214154243469238, -4.501346588134766, -13.068885803222656, -10.315567970275879, -8.165946960449219, -4.13438081741333, -8.449176788330078, -7.644322395324707]",sad
"[-559.0933837890625, 36.17966079711914, -10.765166282653809, 0.7427541613578796, -8.50955581665039, -10.078311920166016, -5.826010227203369, -17.713836669921875, -10.439784049987793, -4.657404899597168, -5.557387828826904, -7.555535316467285, -9.636488914489746]",sad
"[-555.3167114257812, 33.93498992919922, -10.973731994628906, 1.921761155128479, -7.188952445983887, -14.898454666137695, -7.934943199157715, -19.760631561279297, -11.502552032470703, -7.5231852531433105, -8.904704093933105, -8.068839073181152, -9.231932640075684]",sad
"[-574.0183715820312, 24.713809967041016, -11.364523887634277, -2.838404893875122, -9.574466705322266, -18.08026123046875, -7.522875785827637, -21.37710952758789, -11.205803871154785, -6.014805793762207, -9.804315567016602, -7.239782333374023, -8.153079986572266]",sad
"[-497.86688232421875, 25.287433624267578, -26.03090476989746, -0.9584815502166748, -9.268011093139648, -19.433582305908203, -11.319591522216797, -21.625282287597656, -10.480145454406738, -2.2978014945983887, -7.168587684631348, -4.939700126647949, -3.3535103797912598]",sad
"[-458.8665771484375, 21.343616485595703, -18.713075637817383, -3.6602396965026855, -13.382579803466797, -13.793036460876465, -4.969654083251953, -15.097879409790039, -9.906672477722168, -0.8717542290687561, -2.27139949798584, 1.0377888679504395, 2.254478931427002]",sad
"[-411.91107177734375, 5.645647048950195, -37.0244140625, -9.342114448547363, -17.479345321655273, -24.588762283325195, -17.581554412841797, -25.40365219116211, -12.044065475463867, -5.508710861206055, -8.062103271484375, 1.0663268566131592, 9.124275207519531]",sad
"[-432.33154296875, 13.220927238464355, -31.6156063079834, -3.000471353530884, -12.246479034423828, -22.777902603149414, -11.733049392700195, -22.291946411132812, -11.946850776672363, -8.574304580688477, -10.541276931762695, -8.154790878295898, -0.7088184356689453]",sad
"[-521.8236694335938, 42.112388610839844, -13.007957458496094, 4.167618274688721, -11.537406921386719, -9.458172798156738, -9.039137840270996, -16.74655532836914, -10.106771469116211, -6.2640581130981445, -5.390397548675537, -10.115972518920898, -4.580313205718994]",angry
"[-506.48382568359375, 34.61573028564453, -14.262782096862793, 2.898780584335327, -14.014665603637695, -8.842251777648926, -4.977808475494385, -16.39157485961914, -8.087156295776367, -4.457948207855225, -4.240612030029297, -7.105908393859863, -5.239209175109863]",angry
"[-526.8072509765625, 32.989749908447266, -13.119180679321289, -0.2840365171432495, -12.119600296020508, -11.86441707611084, -9.076669692993164, -19.453826904296875, -10.750279426574707, -7.481081008911133, -5.780468940734863, -9.102170944213867, -9.79319953918457]",angry
"[-529.8411254882812, 42.34122848510742, -14.988153457641602, 2.4624321460723877, -14.39930534362793, -9.91033935546875, -10.405821800231934, -19.60832405090332, -10.50394344329834, -4.86695671081543, -4.77674674987793, -9.858128547668457, -6.165214538574219]",angry
"[-365.2822265625, 20.82221221923828, -23.785690307617188, -0.14309316873550415, -18.8148136138916, -7.2751641273498535, -3.314436197280884, -19.931764602661133, -4.369555473327637, -9.45931339263916, -3.836238384246826, -6.1962666511535645, -2.6476259231567383]",angry
"[-387.08074951171875, 24.282194137573242, -21.78577995300293, -0.23368635773658752, -20.002573013305664, -8.919756889343262, -6.79848051071167, -21.43851089477539, -6.754589557647705, -6.208633899688721, -4.678407669067383, -3.3359975814819336, -1.8042335510253906]",angry
"[-361.40380859375, 14.390494346618652, -21.897531509399414, 0.16975614428520203, -16.273649215698242, -14.336005210876465, -8.644495964050293, -23.769201278686523, -4.693758487701416, -6.119740009307861, -3.988112211227417, -9.45685863494873, -6.556290149688721]",angry
"[-407.7668151855469, 15.000643730163574, -24.58742904663086, -9.472787857055664, -25.396991729736328, -11.937102317810059, -10.836519241333008, -24.123430252075195, -7.307849407196045, -11.810643196105957, -4.638849258422852, -6.373064041137695, -3.9850502014160156]",angry
"[-528.48779296875, 31.13326644897461, -17.209270477294922, 0.05890091508626938, -10.1151762008667, -7.5807929039001465, -6.803400039672852, -20.087486267089844, -12.733839988708496, -3.2724969387054443, -7.806684970855713, -8.656999588012695, -6.535802841186523]",fearful
"[-507.0294494628906, 31.54635238647461, -22.9932918548584, 4.296759605407715, -10.737333297729492, -10.927342414855957, -6.825071334838867, -17.421436309814453, -11.112810134887695, -4.384927749633789, -9.51842212677002, -7.985279083251953, -7.277581214904785]",fearful
"[-526.0198974609375, 32.082122802734375, -16.44422149658203, 1.206639289855957, -6.341256618499756, -10.49357795715332, -8.82744026184082, -19.769248962402344, -10.227117538452148, -3.664064407348633, -9.41128158569336, -7.50452995300293, -9.12919807434082]",fearful
"[-527.2709350585938, 31.719594955444336, -13.848503112792969, -1.195889949798584, -8.069008827209473, -9.256394386291504, -6.960591793060303, -17.757709503173828, -13.29231071472168, -4.932744979858398, -8.547786712646484, -9.354751586914062, -8.077072143554688]",fearful
"[-359.82403564453125, 6.067913055419922, -22.93263816833496, 1.234147071838379, -8.472521781921387, -5.897289276123047, -7.65326452255249, -21.49048614501953, -8.971197128295898, 0.3046574592590332, -3.5083742141723633, 0.1085200384259224, 12.236515045166016]",fearful
"[-418.1190185546875, 19.729930877685547, -20.59694480895996, -3.107692241668701, -12.181422233581543, -6.993119716644287, -5.983654499053955, -15.711899757385254, -12.406744003295898, -6.291810989379883, -6.983506202697754, 0.05642327666282654, 6.090913772583008]",fearful
"[-399.12408447265625, 21.01253890991211, -20.722280502319336, -7.573419570922852, -18.20314598083496, -10.055994987487793, -12.45755672454834, -18.515451431274414, -10.566557884216309, -8.81529426574707, -9.97220516204834, -7.425343990325928, 0.8654811382293701]",fearful
"[-406.7734375, 18.07406997680664, -20.835596084594727, -10.630311012268066, -14.08919906616211, -12.717379570007324, -10.50294303894043, -16.861207962036133, -9.106918334960938, -6.701738357543945, -7.466314315795898, -5.627996444702148, 0.649294912815094]",fearful
"[-555.20703125, 57.21261978149414, -6.682740688323975, 2.190812110900879, -6.014586925506592, -5.617435932159424, -5.465164661407471, -10.048897743225098, -14.128923416137695, -3.830556631088257, -4.265538692474365, -8.610018730163574, -5.075010776519775]",disgust
"[-540.74951171875, 57.451568603515625, -10.965014457702637, 4.313968181610107, -8.93114948272705, -9.416736602783203, -15.69881820678711, -15.410334587097168, -13.288692474365234, -1.019095540046692, -8.867582321166992, -8.893113136291504, -4.991025447845459]",disgust
"[-547.78759765625, 41.715694427490234, -11.511908531188965, -2.863145351409912, -5.067538261413574, -11.38392448425293, -9.97388744354248, -17.28173065185547, -9.743124008178711, -4.644786834716797, -7.368960380554199, -8.164937973022461, -5.410430908203125]",disgust
"[-522.3446655273438, 33.76502227783203, -9.423978805541992, 1.1934889554977417, -0.045860569924116135, -11.616584777832031, -7.709508419036865, -13.798751831054688, -4.940886497497559, -1.8195663690567017, -6.541656970977783, -4.934279441833496, -2.643399238586426]",disgust
"[-452.9514465332031, 32.651737213134766, -10.526317596435547, 4.967447280883789, -8.99264144897461, -7.746106147766113, -6.181382179260254, -16.45489501953125, -10.506720542907715, -6.029794692993164, -5.04929256439209, -7.143205642700195, -5.3037190437316895]",disgust
"[-471.535400390625, 34.299625396728516, -12.176165580749512, 1.1300114393234253, -10.285552978515625, -7.449467182159424, -7.3845977783203125, -12.303571701049805, -14.584503173828125, -5.608282089233398, -5.994272232055664, -6.501700401306152, -7.21945333480835]",disgust
"[-508.00048828125, 37.212623596191406, -13.825322151184082, -3.7663488388061523, -8.184829711914062, -12.606743812561035, -12.474555015563965, -22.11437225341797, -17.83792495727539, -4.466981887817383, -9.882720947265625, -13.122438430786133, -6.4345526695251465]",disgust
"[-478.96856689453125, 35.31220626831055, -13.229903221130371, -8.166583061218262, -13.992222785949707, -11.98215389251709, -14.251317024230957, -20.60778045654297, -16.81060791015625, -5.394720554351807, -10.756241798400879, -12.549592018127441, -6.376993656158447]",disgust
"[-585.2633056640625, 42.77900695800781, -15.532522201538086, 1.591599464416504, -9.995716094970703, -11.748101234436035, -7.902400970458984, -16.770355224609375, -10.04678726196289, -5.327366352081299, -6.84199857711792, -9.658723831176758, -7.22929048538208]",surprised
"[-557.3057861328125, 40.80146789550781, -15.366849899291992, 1.357603669166565, -11.156327247619629, -12.489707946777344, -7.389237880706787, -19.630699157714844, -9.95726490020752, -5.932602882385254, -8.309908866882324, -10.263836860656738, -8.362689018249512]",surprised
"[-520.4888305664062, 43.905548095703125, -10.728208541870117, -3.636317491531372, -11.460334777832031, -15.047475814819336, -11.384689331054688, -21.175382614135742, -9.922588348388672, -6.629283905029297, -10.311415672302246, -10.642048835754395, -8.107074737548828]",surprised
"[-529.4850463867188, 40.530357360839844, -16.21990203857422, -4.141688823699951, -14.341227531433105, -13.85488510131836, -9.665213584899902, -23.198087692260742, -10.630648612976074, -4.977777481079102, -10.598071098327637, -12.017253875732422, -8.937308311462402]",surprised
"[-448.6514587402344, 32.303810119628906, -24.55306053161621, -3.6700048446655273, -16.21278953552246, -14.173931121826172, -6.203002452850342, -22.756898880004883, -9.252105712890625, -2.628472328186035, -7.949799060821533, -4.9035515785217285, -0.9160346388816833]",surprised
"[-468.1581726074219, 26.683507919311523, -19.705768585205078, -5.1897292137146, -14.749957084655762, -13.219643592834473, -11.519594192504883, -22.650094985961914, -7.361021995544434, -1.8431529998779297, -4.699173927307129, -2.6214215755462646, -0.9826086163520813]",surprised
"[-466.36444091796875, 31.485118865966797, -16.640453338623047, -3.678635597229004, -12.267356872558594, -12.688115119934082, -11.496910095214844, -17.596834182739258, -5.807806015014648, -5.105384826660156, -7.272063255310059, -4.159562110900879, -2.1896324157714844]",surprised
"[-449.5791320800781, 28.98859405517578, -17.052873611450195, -7.188917636871338, -15.726119041442871, -13.232696533203125, -13.232419967651367, -23.72381019592285, -7.8841447830200195, -9.132136344909668, -10.823232650756836, -8.406298637390137, -4.741893768310547]",surprised
"[-683.2085571289062, 80.11589050292969, 7.950687408447266, 16.284683227539062, 12.18148136138916, -1.2977473735809326, -0.38459673523902893, -4.613739967346191, -1.6473027467727661, 0.6485840678215027, 1.3426525592803955, 0.48657554388046265, -1.497222661972046]",neutral
"[-695.7396850585938, 83.3881607055664, 4.28860330581665, 22.02488136291504, 12.069267272949219, 1.3096909523010254, 2.0459206104278564, -5.048089504241943, 0.528088390827179, 2.9445669651031494, 3.2099995613098145, 2.61807918548584, -0.5121814012527466]",neutral
"[-657.8037109375, 75.42491912841797, 2.3154940605163574, 19.272506713867188, 8.474769592285156, -2.3100497722625732, 1.2052702903747559, -7.962976932525635, -8.674272537231445, 2.0465452671051025, 0.8297890424728394, 0.7815308570861816, -1.5466861724853516]",neutral
"[-684.447265625, 80.7717514038086, 8.89006233215332, 18.919254302978516, 9.601029396057129, -0.3328014314174652, 2.3693161010742188, -9.999909400939941, -4.5145111083984375, 2.584135055541992, 0.7360924482345581, 3.493662118911743, -0.5338903069496155]",neutral
"[-674.4212036132812, 95.66606140136719, 9.88872241973877, 24.050151824951172, 4.656147480010986, -0.6525099277496338, -3.760730504989624, -3.1357054710388184, -0.7486286163330078, 1.5493906736373901, 1.9846830368041992, 2.660311698913574, -4.171630382537842]",calm
"[-710.1804809570312, 89.06927490234375, 15.04794692993164, 29.010547637939453, 3.4244372844696045, 1.1276283264160156, -0.6494928002357483, -3.844863176345825, 3.122952699661255, 1.2556593418121338, 1.2580993175506592, 5.098993301391602, -5.385331630706787]",calm
"[-680.4365234375, 90.96747589111328, 13.533754348754883, 23.007381439208984, 1.0591224431991577, 2.8710854053497314, -2.921135902404785, -7.381247520446777, -3.979816198348999, 5.1298112869262695, 2.6269235610961914, 1.8693444728851318, -3.147629737854004]",calm
"[-634.9790649414062, 89.43025970458984, 15.382654190063477, 17.808895111083984, -1.1677865982055664, 3.595113754272461, -6.545379161834717, -7.5859198570251465, -4.722133636474609, 3.3417537212371826, 2.7770166397094727, -0.8920992612838745, -3.9787302017211914]",calm
"[-648.1268310546875, 73.65553283691406, 5.658602237701416, 29.866891860961914, 7.983547687530518, 2.8551034927368164, -4.402170658111572, -0.8061829209327698, 2.0766761302948, 0.811663031578064, 2.722064256668091, 2.5732369422912598, -5.528694152832031]",calm
"[-722.3941040039062, 81.48623657226562, 17.606735229492188, 27.48773765563965, 8.215737342834473, 3.969562292098999, -3.03434681892395, -4.616061210632324, 2.3976545333862305, 6.287435054779053, 4.8346734046936035, 2.37334942817688, -3.185150623321533]",calm
"[-663.5865478515625, 81.21821594238281, 21.41061782836914, 34.026458740234375, 4.073997974395752, 0.4237058758735657, -0.7098336815834045, -5.61163854598999, -1.129536509513855, 6.856659412384033, -1.361354947090149, 2.8269760608673096, -7.253284454345703]",calm
"[-711.2174072265625, 81.38218688964844, 23.83534812927246, 31.561830520629883, 7.542763710021973, 1.659662127494812, -0.8311538696289062, -8.22364616394043, 1.2901479005813599, 8.497894287109375, 0.8671278953552246, 3.1297175884246826, -5.275623321533203]",calm
"[-615.5603637695312, 84.32393646240234, 3.0462076663970947, 18.413244247436523, 9.737802505493164, -0.042660053819417953, -2.8383872509002686, -3.32755184173584, -15.305825233459473, -6.195405006408691, 6.010151386260986, -5.511738300323486, -4.4575934410095215]",happy
"[-624.7809448242188, 72.74900817871094, -1.8665730953216553, 15.797435760498047, 10.95521354675293, -0.7451455593109131, -1.5960932970046997, -0.4580499827861786, -7.30625581741333, -0.7231242656707764, 3.8626394271850586, -2.414216995239258, -2.8908896446228027]",happy
"[-654.4016723632812, 62.341636657714844, 8.34809398651123, 16.43288230895996, 7.960195064544678, -0.26443541049957275, -0.5609301328659058, -5.25210428237915, -4.7181806564331055, -0.7576838731765747, 1.7066118717193604, -2.1657845973968506, -2.6121809482574463]",happy
"[-565.5512084960938, 84.8311996459961, -0.8304524421691895, 14.081360816955566, 2.7136592864990234, -4.348036766052246, -5.311090469360352, -7.871901512145996, -11.390830039978027, -2.233968496322632, 2.13653564453125, -5.332877159118652, -2.5992860794067383]",happy
"[-555.7554321289062, 68.38532257080078, 2.3281421661376953, 9.172494888305664, -5.204146862030029, -3.861760377883911, -9.081808090209961, -6.070303916931152, -13.898476600646973, -11.33116340637207, 1.143347144126892, -9.213189125061035, -7.538671493530273]",happy
"[-489.38946533203125, 73.4796142578125, -15.837169647216797, 2.7159154415130615, 1.4895919561386108, -4.797347068786621, -12.601469039916992, -4.737902641296387, -16.238492965698242, -9.175692558288574, 5.762988090515137, -8.722993850708008, -4.102326393127441]",happy
"[-524.6660766601562, 67.0043716430664, -5.3185930252075195, 7.543245792388916, 2.3296804428100586, -4.720999240875244, -10.043455123901367, -8.662611961364746, -19.725814819335938, -6.708484649658203, 2.7121169567108154, -8.232344627380371, -6.444709777832031]",happy
"[-535.7835693359375, 50.71047592163086, -0.5517028570175171, 6.139989852905273, 0.7894704341888428, -1.1343928575515747, -6.950705528259277, -5.407033920288086, -11.804250717163086, -10.26675796508789, 2.0370516777038574, -6.478610038757324, -6.085987091064453]",happy
"[-752.4356689453125, 83.27711486816406, 17.334529876708984, 23.20859718322754, 12.472054481506348, 3.1236534118652344, 3.4912679195404053, -5.417584419250488, 1.9817413091659546, 3.634387731552124, 0.6063107252120972, 6.327314376831055, -1.0072160959243774]",sad
"[-723.0162353515625, 81.57041931152344, 9.332833290100098, 25.295352935791016, 10.581520080566406, 0.2816348671913147, 1.7170886993408203, -3.851593494415283, -0.9240296483039856, 4.930797576904297, 0.5717167258262634, 3.5013210773468018, -2.5940372943878174]",sad
"[-744.4020385742188, 74.56959533691406, 16.432125091552734, 20.213075637817383, 11.792601585388184, 3.5858187675476074, 1.0344462394714355, -6.428660869598389, -5.298868656158447, 5.183694839477539, 2.084374189376831, 0.41125690937042236, -3.228875160217285]",sad
"[-705.970458984375, 88.22225189208984, 18.083229064941406, 23.318641662597656, 9.727595329284668, -0.21643278002738953, 1.6553040742874146, -8.4745454788208, -2.197169065475464, 6.050364017486572, 2.7132081985473633, 1.5905498266220093, -3.78263783454895]",sad
"[-711.7549438476562, 81.8210220336914, 14.259099006652832, 22.459243774414062, 8.163637161254883, 0.09300631284713745, -1.9123687744140625, -3.208932876586914, -1.5636844635009766, -0.6159325242042542, -0.3885229229927063, -0.45390409231185913, -3.317765474319458]",sad
"[-738.341552734375, 76.43144989013672, 5.404530048370361, 26.82520866394043, 14.252054214477539, 3.875131130218506, -4.68048095703125, -0.9166353940963745, -1.1482055187225342, -0.09870603680610657, 1.0767638683319092, -0.20369116961956024, -2.0027081966400146]",sad
"[-702.3450317382812, 64.72748565673828, 6.578274250030518, 21.245702743530273, 6.980154991149902, 0.16650624573230743, -2.7958521842956543, -3.4525160789489746, -1.4145255088806152, 0.0549933984875679, 2.329538583755493, -1.7609766721725464, -3.7314484119415283]",sad
"[-719.6393432617188, 78.48220825195312, 4.201669216156006, 20.219575881958008, 11.072824478149414, 0.8772367238998413, -2.6380841732025146, -3.7004146575927734, -5.845014572143555, -0.09894446283578873, 3.0516159534454346, -0.35217779874801636, -3.7611825466156006]",sad
"[-471.82159423828125, 73.18984985351562, -17.26226043701172, 8.153220176696777, 6.645728588104248, -17.770740509033203, -6.850996971130371, -4.655055522918701, -10.153034210205078, -6.864321231842041, 1.4033770561218262, -4.654873371124268, -3.9810519218444824]",angry
"[-493.38079833984375, 67.32820129394531, -5.058120250701904, 17.412721633911133, 7.818022727966309, -13.104817390441895, -5.410893440246582, -0.2322923243045807, -4.92348575592041, -3.426089286804199, 1.6969757080078125, -1.7012858390808105, -1.9647303819656372]",angry
"[-553.197021484375, 100.62028503417969, 7.1723151206970215, 11.62608528137207, 9.791618347167969, -11.271052360534668, -1.0481981039047241, -9.914337158203125, -9.32449722290039, 0.5668920874595642, 1.7447775602340698, -0.28099173307418823, 3.183347702026367]",angry
"[-487.01080322265625, 91.67191314697266, -2.9838387966156006, 18.236169815063477, 4.0296807289123535, -16.99526596069336, -1.6600497961044312, -11.073539733886719, -9.443445205688477, -4.558865547180176, -2.001835584640503, 0.24250230193138123, -6.736313819885254]",angry
"[-355.1349182128906, 40.10593795776367, -20.779874801635742, 1.885784387588501, -1.6893287897109985, -12.328641891479492, -14.007810592651367, -2.7149925231933594, -11.548218727111816, -5.827561378479004, 0.4146164059638977, -4.4660210609436035, -4.241913795471191]",angry
"[-375.8701171875, 45.022762298583984, -11.719300270080566, 6.1268768310546875, -1.2234992980957031, -11.385334014892578, -11.399615287780762, -4.483539581298828, -8.429956436157227, -6.456844806671143, 0.6860489845275879, -4.382815837860107, -3.399432897567749]",angry
"[-316.6431884765625, 36.12791061401367, -12.404953956604004, -3.8027408123016357, 0.12295276671648026, -12.020206451416016, -16.99250030517578, -2.777121067047119, -13.083395004272461, -8.780956268310547, 4.93729829788208, -1.6748710870742798, -5.451671123504639]",angry
"[-311.44464111328125, 36.887569427490234, -18.497072219848633, -5.217448711395264, -2.4874277114868164, -11.98015022277832, -15.109613418579102, -0.5333001613616943, -16.177640914916992, -11.962640762329102, 5.092400550842285, -3.519993305206299, -4.6457014083862305]",angry
"[-628.2667846679688, 62.98284912109375, 2.4583523273468018, 11.831866264343262, 2.6929190158843994, -7.543963432312012, -6.665868759155273, -2.8090553283691406, -1.8664456605911255, -2.3387956619262695, -2.3154075145721436, -0.5895113945007324, -5.569601058959961]",fearful
"[-628.3109741210938, 58.544227600097656, 3.4927823543548584, 13.513049125671387, 6.095973014831543, -5.574027061462402, -4.272129058837891, -4.790277004241943, -3.777529239654541, -1.6575239896774292, -1.7269970178604126, -0.3442594110965729, -5.172536849975586]",fearful
"[-679.7199096679688, 70.80220031738281, 7.902417182922363, 18.534481048583984, 7.366441249847412, -2.590548038482666, -2.62868595123291, -4.028794288635254, -2.7257111072540283, 1.8009284734725952, 0.7630321383476257, 0.618990957736969, -3.2485809326171875]",fearful
"[-588.0276489257812, 63.80270767211914, 0.11128973960876465, 11.351795196533203, 2.883985757827759, -8.602224349975586, -5.687204837799072, -5.598443984985352, -6.21299934387207, -4.05230188369751, -1.604411244392395, -1.7379310131072998, -4.057836055755615]",fearful
"[-441.4883728027344, 39.86068344116211, -18.857017517089844, -2.721083879470825, -4.368126392364502, -9.5620698928833, -15.677083969116211, -10.513855934143066, -9.369233131408691, -9.399928092956543, -1.5839996337890625, -4.005548477172852, -7.419668197631836]",fearful
"[-412.9233093261719, 49.7061653137207, -23.333173751831055, 1.9297164678573608, -6.166537761688232, -10.275779724121094, -17.955217361450195, -13.3424711227417, -11.340948104858398, -11.688135147094727, 0.9393953680992126, -6.514803409576416, -7.528177738189697]",fearful
